BuyItNow,startprice,carrier,color,productline,noDescription,charCountDescription,upperCaseDescription,sold
0,649.99,None,,Galaxy_Note8,contains description,0,0,0
0,450,None,Gold,Galaxy_Note10,contains description,0,0,0
0,155,None,,Galaxy_S8,contains description,0,0,0
0,310,Verizon,Midnight Black,Galaxy_S8,contains description,0,0,0
1,250,AT&T,,Unknown,no description,18,0,0
0,679.95,,,Galaxy_Note10,contains description,0,0,0
1,0.99,,,Unknown,contains description,0,0,1
0,379.99,None,Space Gray,Galaxy_Note10,contains description,0,0,1
0,105,AT&T,,Galaxy_S7,no description,100,13,0
0,119,None,Midnight Black,Galaxy_S7,no description,103,10,0
0,379.99,,White,Galaxy_Note9,no description,100,78,0
0,15,None,Black,Unknown,contains description,0,0,0
0,549,None,Space Gray,Galaxy_Note10,contains description,0,0,0
0,439.98,None,White,Galaxy_Note10,contains description,0,0,0
0,124.95,None,,Galaxy_S7,no description,5,0,0
0,263.99,None,White,Galaxy_S9,no description,104,14,0
0,400,AT&T,,Galaxy_S8,no description,43,1,0
0,454,None,Space Gray,Galaxy_Note10,contains description,0,0,0
0,450,None,,Galaxy_Note10,contains description,0,0,1
1,0.99,None,Space Gray,Galaxy_S8,no description,75,11,1
0,749,Sprint/T-Mobile,,Galaxy_Note10,contains description,0,0,0
0,624.99,None,Gold,Galaxy_Note10,contains description,0,0,1
0,349.99,Sprint/T-Mobile,,Galaxy_Note10,contains description,0,0,1
0,430,AT&T,,Galaxy_Note10,no description,58,4,0
0,449,None,White,Galaxy_Note10,no description,98,3,0
1,279,None,Space Gray,Galaxy_Note10,no description,77,10,0
0,367.97,AT&T,,Galaxy_S9,no description,22,1,0
1,179,None,Midnight Black,Galaxy_S8,no description,87,8,0
0,679.99,None,,Galaxy_Note10,contains description,0,0,0
0,499.99,None,Gold,Galaxy_Note10,no description,37,3,1
0,558.17,None,,Galaxy_Note10,no description,99,2,0
0,425,AT&T,,Galaxy_S9,contains description,0,0,0
0,248,Verizon,White,Galaxy_Note8,no description,98,2,0
1,0.99,Verizon,,Galaxy_Note10,contains description,0,0,1
1,199.99,Sprint/T-Mobile,Gold,Galaxy_Note10,no description,15,13,1
0,80,None,Midnight Black,Galaxy_S7,contains description,0,0,0
1,0.99,,Gold,Galaxy_Note10,contains description,0,0,1
1,0.99,None,Midnight Black,Galaxy_S9,contains description,0,0,1
1,250,Verizon,White,Galaxy_S8,contains description,0,0,0
0,639,,,Galaxy_Note10,contains description,0,0,0
1,99,,,Unknown,contains description,0,0,0
0,119.99,None,Midnight Black,Galaxy_S7,no description,99,2,0
1,100,,White,Unknown,contains description,0,0,0
0,159.99,,,Unknown,no description,97,3,0
1,0.99,None,Space Gray,Galaxy_S8,contains description,0,0,1
0,259.99,,,Unknown,contains description,0,0,0
0,184.99,None,Midnight Black,Galaxy_S8,no description,43,2,0
1,0.99,None,Gold,Galaxy_Note10,contains description,0,0,1
1,9.99,,,Galaxy_Note8,contains description,0,0,0
0,389.99,None,White,Galaxy_Note10,contains description,0,0,0
0,384.99,None,Aura Black,Galaxy_Note10,contains description,0,0,0
0,599.99,AT&T,Aura Black,Galaxy_Note10,contains description,0,0,0
1,0.99,AT&T,,Galaxy_S8,contains description,0,0,1
1,150,,,Unknown,contains description,0,0,0
0,490.95,None,,Galaxy_Note10,no description,101,4,0
1,260,None,Gold,Galaxy_Note10,no description,26,0,1
1,575,None,Gold,Galaxy_Note10,contains description,0,0,0
0,200,None,White,Galaxy_S8,no description,100,5,0
0,670,AT&T,,Galaxy_Note10,contains description,0,0,0
0,380,None,Midnight Black,Galaxy_Note8,contains description,0,0,0
0,350,,Space Gray,Unknown,contains description,0,0,0
0,215.99,None,White,Galaxy_S8,no description,101,2,0
0,439.99,None,Gold,Galaxy_Note10,contains description,0,0,0
0,358.87,None,,Galaxy_S8,contains description,0,0,0
0,939,,Gold,Galaxy_Note10,contains description,0,0,0
0,279.99,None,White,Galaxy_Note9,no description,101,8,0
0,575,None,Gold,Galaxy_Note10,contains description,0,0,0
0,544.49,None,Midnight Black,Galaxy_S9,no description,90,5,0
1,515,None,Space Gray,Galaxy_Note10,contains description,0,0,0
0,349.99,None,Midnight Black,Galaxy_S8,contains description,0,0,0
1,0.99,,,Unknown,no description,100,2,1
1,300,None,Midnight Black,Galaxy_S8,contains description,0,0,0
0,95,None,White,Galaxy_S7,no description,96,7,0
0,561.53,,White,Unknown,contains description,0,0,0
0,300,None,,Unknown,no description,34,1,1
1,320,None,,Galaxy_S8,contains description,0,0,0
0,424.55,None,Gold,Galaxy_Note10,contains description,0,0,1
0,540,Verizon,,Galaxy_S9,no description,36,22,0
0,300,None,Space Gray,Galaxy_Note9,contains description,0,0,0
0,299.99,None,White,Galaxy_Note9,contains description,0,0,0
1,100,,Gold,Galaxy_Note10,contains description,0,0,1
0,165,,,Unknown,no description,100,4,0
0,425,None,Gold,Galaxy_Note10,contains description,0,0,1
1,70,,,Galaxy_S7,no description,70,1,1
0,280,,White,Galaxy_S9,no description,98,2,0
0,499,None,,Galaxy_Note10,contains description,0,0,0
1,650,,Gold,Galaxy_Note10,contains description,0,0,1
0,314.99,None,Midnight Black,Galaxy_Note8,no description,100,2,0
1,149.99,,,Unknown,no description,97,2,1
0,220,None,,Galaxy_Note8,no description,49,1,0
0,199.99,,,Galaxy_S7,no description,42,3,0
0,798,None,Gold,Galaxy_Note10,contains description,0,0,0
1,149.98,,White,Unknown,contains description,0,0,0
0,520,None,White,Galaxy_S9,no description,69,11,0
0,95,None,Midnight Black,Galaxy_S7,no description,19,1,0
0,351,None,,Galaxy_S8,contains description,0,0,0
1,229.95,,,Unknown,no description,100,80,0
0,189.99,None,,Galaxy_S8,contains description,0,0,0
0,259,None,Space Gray,Galaxy_S8,contains description,0,0,0
0,399,AT&T,White,Unknown,contains description,0,0,0
0,104.99,None,,Galaxy_S7,no description,93,2,0
0,214.99,None,White,Galaxy_Note8,no description,99,2,0
0,385,Verizon,White,Galaxy_Note9,no description,71,4,1
1,600,,Space Gray,Galaxy_Note10,contains description,0,0,0
1,1,None,White,Galaxy_Note10,no description,15,2,1
1,79.95,None,Black,Galaxy_Note9,contains description,0,0,1
1,350,,Space Gray,Galaxy_Note9,no description,57,2,0
1,40,None,,Unknown,contains description,0,0,1
0,375,Verizon,White,Galaxy_S8,no description,21,1,0
1,445,None,White,Galaxy_S9,no description,102,5,0
0,650,,,Galaxy_Note10,contains description,0,0,0
1,45,,,Unknown,no description,15,1,1
0,295,,Midnight Black,Galaxy_Note8,contains description,0,0,0
0,560,None,,Galaxy_Note10,contains description,0,0,0
1,220,,,Unknown,no description,99,81,0
0,379,AT&T,White,Galaxy_Note10,no description,19,1,0
0,187.89,None,Space Gray,Galaxy_S8,no description,17,2,0
0,175,None,,Galaxy_S8,contains description,0,0,0
0,280.99,AT&T,White,Galaxy_S9,no description,104,14,0
1,0.99,,Aura Black,Galaxy_Note10,no description,40,1,1
0,99,None,Midnight Black,Galaxy_S7,no description,29,4,0
1,215,None,,Galaxy_S8,contains description,0,0,0
0,200,None,White,Galaxy_S8,no description,99,2,0
0,295,None,White,Galaxy_S8,contains description,0,0,0
0,499,None,Space Gray,Galaxy_Note10,contains description,0,0,1
1,150,,,Unknown,contains description,0,0,1
0,300,None,White,Galaxy_Note10,contains description,0,0,1
0,589,None,Gold,Galaxy_Note10,no description,99,3,0
0,575,,,Galaxy_Note9,contains description,0,0,0
0,24.99,,,Unknown,no description,74,1,0
0,320,,,Galaxy_S9,no description,17,1,0
0,595,,,Unknown,contains description,0,0,1
1,200,,,Galaxy_Note8,no description,98,6,0
1,0.99,,,Unknown,no description,100,34,1
0,285,None,Midnight Black,Galaxy_S8,contains description,0,0,0
0,350,None,Midnight Black,Galaxy_S8,contains description,0,0,0
1,125,,,Galaxy_S7,no description,101,1,1
0,276.99,,,Unknown,no description,100,4,0
1,0.99,None,White,Galaxy_Note9,contains description,0,0,1
1,50,,Space Gray,Unknown,contains description,0,0,1
0,459.95,None,Gold,Galaxy_Note10,contains description,0,0,0
0,529.95,None,Space Gray,Galaxy_Note10,contains description,0,0,0
0,265,,,Unknown,no description,41,6,0
0,459.99,None,,Galaxy_Note10,contains description,0,0,0
0,360.24,Verizon,White,Galaxy_Note10,no description,108,15,0
0,261.99,Sprint/T-Mobile,Midnight Black,Galaxy_S9,no description,103,10,0
0,573.74,None,,Galaxy_S9,contains description,0,0,0
1,315,None,Space Gray,Galaxy_Note9,contains description,0,0,0
0,340,,,Unknown,no description,100,4,0
0,440,None,Gold,Galaxy_Note10,contains description,0,0,0
0,237.99,AT&T,Midnight Black,Galaxy_S9,no description,104,11,0
0,439.99,None,Gold,Galaxy_Note10,contains description,0,0,1
0,395,,Space Gray,Unknown,contains description,0,0,0
0,598.98,None,Gold,Galaxy_Note10,contains description,0,0,0
0,240,None,Midnight Black,Galaxy_S9,contains description,0,0,0
1,150,,,Unknown,contains description,0,0,0
0,300,None,White,Galaxy_Note8,no description,57,2,0
0,300,,,Galaxy_S8,contains description,0,0,0
0,168,None,,Unknown,no description,11,1,0
1,20,,,Galaxy_S9,contains description,0,0,0
0,639.99,None,Space Gray,Galaxy_Note10,contains description,0,0,0
0,350,Sprint/T-Mobile,White,Unknown,contains description,0,0,0
0,400,Sprint/T-Mobile,,Galaxy_S9,no description,101,2,0
0,279.5,,Midnight Black,Galaxy_S9,contains description,0,0,0
0,999,None,,Galaxy_S8,contains description,0,0,0
0,298,None,,Galaxy_S8,contains description,0,0,0
0,499.99,None,Space Gray,Galaxy_Note10,contains description,0,0,0
0,125,AT&T,Midnight Black,Galaxy_S7,contains description,0,0,0
0,275,,Midnight Black,Galaxy_S9,contains description,0,0,0
0,473.6,,Black,Unknown,contains description,0,0,0
0,520.9,,White,Unknown,contains description,0,0,0
0,339.99,Sprint/T-Mobile,Midnight Black,Galaxy_S8,contains description,0,0,0
1,0.99,None,Black,Unknown,no description,65,1,1
0,648,None,White,Galaxy_Note10,contains description,0,0,0
0,648,None,White,Galaxy_Note10,contains description,0,0,0
1,450,None,Space Gray,Galaxy_Note10,contains description,0,0,0
1,300,None,White,Galaxy_S8,contains description,0,0,0
0,195,,,Unknown,no description,67,2,0
0,695,AT&T,White,Galaxy_S9,contains description,0,0,0
1,0.99,None,Space Gray,Galaxy_Note10,contains description,0,0,1
1,0.99,,,Galaxy_Note10,contains description,0,0,1
0,99,,,Unknown,no description,99,1,0
0,375,,,Unknown,contains description,0,0,0
1,700,,,Unknown,contains description,0,0,0
0,150,None,Space Gray,Galaxy_S8,contains description,0,0,1
0,329,,,Galaxy_S9,contains description,0,0,1
1,1,None,Space Gray,Galaxy_Note10,contains description,0,0,1
0,700,None,White,Unknown,contains description,0,0,0
0,200,None,Space Gray,Galaxy_S8,contains description,0,0,0
0,599,,,Unknown,contains description,0,0,0
0,179.99,,,Unknown,contains description,0,0,1
0,300,None,White,Galaxy_Note10,contains description,0,0,0
0,290,Verizon,Space Gray,Galaxy_S8,no description,93,4,0
1,50,AT&T,Midnight Black,Galaxy_S7,contains description,0,0,1
0,325,,White,Galaxy_Note10,no description,45,37,0
0,150,,,Unknown,contains description,0,0,0
0,325,,,Unknown,contains description,0,0,0
1,180,,,Unknown,contains description,0,0,0
0,109.99,,White,Galaxy_S8,contains description,0,0,0
0,110,None,Midnight Black,Galaxy_S7,contains description,0,0,0
0,51.99,,,Unknown,contains description,0,0,0
1,14.49,,Black,Unknown,contains description,0,0,1
0,44.99,,,Unknown,no description,47,1,1
0,30.99,,,Unknown,no description,96,3,0
0,3.99,,,Unknown,contains description,0,0,0
0,8.99,,,Unknown,contains description,0,0,0
0,127.95,,,Unknown,contains description,0,0,0
0,220,,,Galaxy_S7,contains description,0,0,0
0,4.69,,,Unknown,contains description,0,0,1
0,9.99,,,Unknown,contains description,0,0,0
0,139.99,,Black,Unknown,contains description,0,0,0
0,139,,,Galaxy_S8,contains description,0,0,0
1,350,None,White,Galaxy_S8,contains description,0,0,1
0,39.99,,,Unknown,contains description,0,0,0
0,9.95,,Space Gray,Unknown,contains description,0,0,0
0,28,,,Unknown,contains description,0,0,0
0,70.99,,,Unknown,no description,73,2,0
0,255,,,Unknown,no description,44,5,0
0,28.75,,,Unknown,contains description,0,0,0
0,750,,,Galaxy_Note10,contains description,0,0,0
1,0.99,None,,Galaxy_S7,contains description,0,0,1
0,250,None,Black,Galaxy_Note9,contains description,0,0,0
0,118.95,None,White,Unknown,contains description,0,0,0
0,149.99,,White,Unknown,no description,99,1,0
1,100,None,White,Galaxy_S8,no description,99,58,1
1,75,None,Midnight Black,Galaxy_S8,contains description,0,0,1
1,215,AT&T,Black,Galaxy_Note9,contains description,0,0,0
0,395,,,Galaxy_Note9,contains description,0,0,1
1,0.99,Sprint/T-Mobile,White,Galaxy_Note10,no description,70,3,1
0,509,,Space Gray,Galaxy_Note9,contains description,0,0,0
1,100,AT&T,Midnight Black,Galaxy_S9,contains description,0,0,1
1,375,AT&T,White,Unknown,contains description,0,0,0
0,289,None,White,Galaxy_Note9,contains description,0,0,0
0,645,None,Gold,Galaxy_Note10,contains description,0,0,0
1,265,None,White,Galaxy_S8,no description,96,1,0
1,0.99,None,,Galaxy_Note9,contains description,0,0,1
1,450,,Space Gray,Galaxy_Note9,contains description,0,0,0
1,599.99,None,White,Unknown,contains description,0,0,0
1,729.99,None,White,Galaxy_Note10,contains description,0,0,0
0,749,,Gold,Galaxy_Note10,contains description,0,0,0
0,225,,Space Gray,Unknown,no description,73,1,0
1,350,AT&T,White,Galaxy_Note9,no description,97,3,0
0,300,None,,Galaxy_Note8,contains description,0,0,0
1,350,,White,Galaxy_S8,contains description,0,0,0
0,320,None,White,Galaxy_Note10,contains description,0,0,1
0,425.99,None,Black,Unknown,contains description,0,0,0
0,260,None,White,Galaxy_Note9,contains description,0,0,1
0,237,None,White,Galaxy_Note9,contains description,0,0,1
0,150,None,Midnight Black,Galaxy_S8,contains description,0,0,1
0,80,None,Midnight Black,Galaxy_S7,contains description,0,0,1
0,100,None,,Galaxy_S8,no description,19,0,1
1,144.95,None,,Galaxy_Note10,contains description,0,0,0
0,69.99,None,Midnight Black,Galaxy_S7,contains description,0,0,1
0,315,,,Galaxy_S9,contains description,0,0,1
0,235,None,White,Galaxy_S10,contains description,0,0,0
0,160,None,Midnight Black,Galaxy_S8,contains description,0,0,1
0,235,None,Space Gray,Galaxy_S8,contains description,0,0,0
0,295,None,,Galaxy_Note9,no description,38,0,1
0,219,Verizon,Midnight Black,Galaxy_S8,no description,102,5,1
0,280,None,White,Galaxy_Note9,contains description,0,0,1
0,180,AT&T,Space Gray,Galaxy_S8,contains description,0,0,1
0,500,AT&T,White,Galaxy_Note10,no description,36,2,0
0,205,Verizon,,Galaxy_S8,contains description,0,0,1
0,208,None,,Galaxy_S8,contains description,0,0,1
0,419,None,,Galaxy_Note10,contains description,0,0,1
0,165,None,Midnight Black,Galaxy_S7,no description,98,2,0
0,347,None,White,Unknown,contains description,0,0,0
0,175,AT&T,,Galaxy_S7,contains description,0,0,0
0,400,Verizon,,Galaxy_S8,contains description,0,0,0
0,730,,White,Galaxy_Note10,contains description,0,0,0
0,150,Sprint/T-Mobile,,Galaxy_S8,contains description,0,0,1
0,225,None,Space Gray,Galaxy_Note9,contains description,0,0,0
0,325,None,,Galaxy_Note9,no description,11,0,0
0,749.99,,Space Gray,Galaxy_Note10,contains description,0,0,0
0,225,None,,Galaxy_S8,contains description,0,0,0
0,150,None,,Galaxy_S7,contains description,0,0,1
0,105,None,,Galaxy_S7,no description,11,2,0
0,175,None,,Galaxy_S8,contains description,0,0,0
0,550,,,Galaxy_Note10,no description,97,1,0
0,250,None,,Galaxy_S8,contains description,0,0,0
0,145,None,Midnight Black,Galaxy_S7,contains description,0,0,0
0,210,None,,Galaxy_S8,no description,106,2,0
0,90,AT&T,Midnight Black,Galaxy_S7,contains description,0,0,1
0,100,None,Midnight Black,Galaxy_S7,contains description,0,0,0
0,348.6,AT&T,Space Gray,Galaxy_S8,contains description,0,0,0
0,308,None,Space Gray,Galaxy_Note9,contains description,0,0,0
0,349,None,,Galaxy_Note10,no description,99,6,0
0,70,,,Unknown,contains description,0,0,0
0,710,,Gold,Galaxy_Note10,contains description,0,0,0
0,230,None,,Galaxy_S8,contains description,0,0,0
0,380,Sprint/T-Mobile,Space Gray,Galaxy_Note9,contains description,0,0,1
0,280,None,Midnight Black,Galaxy_S8,contains description,0,0,0
0,149,AT&T,Midnight Black,Galaxy_S7,contains description,0,0,0
0,350,Verizon,White,Galaxy_S8,contains description,0,0,1
0,275,None,,Galaxy_S8,contains description,0,0,0
0,300,None,Space Gray,Galaxy_Note10,contains description,0,0,0
0,327.58,None,Space Gray,Galaxy_Note9,contains description,0,0,0
0,250,None,,Galaxy_S8,contains description,0,0,0
0,400,None,,Galaxy_Note10,no description,99,16,0
0,420,None,White,Galaxy_S10,contains description,0,0,1
0,289,,,Galaxy_S8,no description,17,0,0
0,375,None,White,Galaxy_Note9,contains description,0,0,0
0,250,,Black,Unknown,no description,98,1,1
0,525,None,Space Gray,Galaxy_Note10,contains description,0,0,0
0,269.95,None,Midnight Black,Galaxy_Note8,no description,99,3,0
0,455,None,Space Gray,Galaxy_Note10,contains description,0,0,0
0,200,None,White,Unknown,contains description,0,0,0
0,149.99,AT&T,Midnight Black,Galaxy_S7,contains description,0,0,0
0,400,None,,Galaxy_Note10,no description,87,3,0
0,315,,,Galaxy_S9,contains description,0,0,0
0,70,None,Midnight Black,Galaxy_S7,contains description,0,0,0
0,450,None,,Galaxy_Note8,contains description,0,0,0
0,8,,,Galaxy_S9,no description,12,1,1
0,195,AT&T,Midnight Black,Galaxy_S9,contains description,0,0,1
0,4.99,,,Unknown,contains description,0,0,1
0,259.99,None,White,Galaxy_S8,contains description,0,0,0
0,100,,,Unknown,no description,85,1,0
0,350,None,,Galaxy_Note10,no description,40,2,0
0,380,,Black,Unknown,no description,41,3,0
0,200,None,,Galaxy_Note8,no description,92,5,0
0,150,None,,Unknown,contains description,0,0,1
0,2.99,,,Unknown,contains description,0,0,0
0,350,,White,Galaxy_Note9,contains description,0,0,0
1,60,Verizon,,Galaxy_S8,contains description,0,0,0
0,480,,,Unknown,no description,35,3,0
0,175,None,Midnight Black,Galaxy_Note8,contains description,0,0,0
0,69.69,None,,Galaxy_Note8,no description,6,0,1
0,175,,,Unknown,contains description,0,0,0
1,15,AT&T,,Galaxy_S7,no description,109,4,1
0,119.88,Verizon,,Galaxy_S9,no description,29,26,0
0,225,None,,Galaxy_Note9,contains description,0,0,0
0,29.99,AT&T,,Galaxy_S8,contains description,0,0,1
1,119.99,,,Unknown,contains description,0,0,0
1,0.99,None,White,Galaxy_S9,no description,20,2,1
0,150,None,,Galaxy_S9,contains description,0,0,0
0,229,,,Galaxy_Note10,contains description,0,0,1
0,199,None,White,Unknown,contains description,0,0,0
0,149,None,,Galaxy_S8,contains description,0,0,1
0,29.95,None,,Galaxy_S7,no description,70,10,1
1,15,,Midnight Black,Galaxy_S7,no description,103,32,1
0,229.98,None,Space Gray,Galaxy_Note10,no description,99,17,0
1,19.5,Sprint/T-Mobile,Midnight Black,Galaxy_S8,contains description,0,0,1
1,75,None,Space Gray,Galaxy_Note10,contains description,0,0,1
1,50,None,Space Gray,Galaxy_S8,contains description,0,0,1
1,14.99,,Midnight Black,Galaxy_S7,contains description,0,0,1
1,100,,White,Galaxy_S9,contains description,0,0,1
1,299.99,,,Unknown,no description,87,4,1
1,0.99,,Midnight Black,Galaxy_S7,no description,99,1,1
1,30,None,,Galaxy_S7,contains description,0,0,0
1,0.99,None,Black,Unknown,contains description,0,0,1
1,25,None,,Galaxy_Note8,no description,60,2,1
1,0.99,None,,Galaxy_Note10,contains description,0,0,1
1,114.99,None,,Galaxy_S8,contains description,0,0,0
1,49.99,None,White,Galaxy_Note8,contains description,0,0,1
1,10,None,,Galaxy_S8,no description,99,1,1
0,59.99,,,Unknown,no description,89,15,0
0,100,,Midnight Black,Galaxy_Note8,contains description,0,0,0
1,30,None,White,Galaxy_S8,contains description,0,0,1
0,209,,,Galaxy_Note10,contains description,0,0,0
1,14.99,,Midnight Black,Galaxy_S7,contains description,0,0,1
1,0.99,None,,Galaxy_Note8,no description,40,0,1
1,25,None,White,Galaxy_S8,contains description,0,0,1
1,0.99,,,Unknown,contains description,0,0,1
1,39,None,White,Galaxy_S9,contains description,0,0,1
1,119.99,None,,Galaxy_S8,contains description,0,0,0
1,32.95,,,Unknown,no description,21,2,1
0,550,Sprint/T-Mobile,,Galaxy_Note10,no description,19,5,0
0,128,None,White,Galaxy_Note8,no description,101,2,0
1,0.99,None,,Galaxy_Note10,contains description,0,0,1
1,0.99,None,Space Gray,Galaxy_S8,no description,87,2,1
0,209,,,Galaxy_Note10,contains description,0,0,0
1,179.99,None,,Galaxy_Note10,no description,87,4,0
1,0.99,None,,Galaxy_Note9,no description,96,6,1
1,0.99,None,,Galaxy_S8,contains description,0,0,1
1,0.99,Sprint/T-Mobile,White,Galaxy_Note10,no description,30,10,1
1,65,AT&T,Midnight Black,Galaxy_S9,contains description,0,0,1
1,0.99,None,Midnight Black,Galaxy_S8,contains description,0,0,1
1,1,AT&T,,Galaxy_S7,contains description,0,0,1
0,128,None,White,Galaxy_Note8,no description,101,2,0
1,0.99,None,Midnight Black,Galaxy_S8,no description,101,0,1
1,25,None,White,Galaxy_S8,no description,35,1,1
1,30,None,,Galaxy_S8,contains description,0,0,1
0,57.5,,,Unknown,contains description,0,0,1
1,39.99,,,Unknown,contains description,0,0,1
1,75,,,Unknown,contains description,0,0,1
0,119.99,None,,Galaxy_S8,contains description,0,0,0
1,50,None,,Galaxy_S8,contains description,0,0,1
1,45,None,,Galaxy_S8,contains description,0,0,0
0,54.99,AT&T,Midnight Black,Galaxy_S7,no description,55,1,1
0,189.99,None,,Galaxy_Note10,contains description,0,0,0
1,1,,,Galaxy_Note8,contains description,0,0,1
1,70,None,,Galaxy_S8,contains description,0,0,1
1,49.99,None,Midnight Black,Galaxy_S7,no description,111,10,1
0,399.99,AT&T,,Galaxy_Note10,no description,61,4,0
1,149.98,None,,Galaxy_S9,no description,36,16,0
1,50,,Space Gray,Unknown,contains description,0,0,1
0,100,None,,Galaxy_S8,contains description,0,0,0
1,1,None,,Galaxy_Note10,no description,14,1,1
1,0.99,None,Midnight Black,Galaxy_S8,no description,98,2,1
1,0.99,None,,Galaxy_S9,no description,100,5,1
1,0.99,None,,Galaxy_S8,no description,100,5,0
0,150,,White,Galaxy_S9,contains description,0,0,0
1,224.99,Verizon,,Galaxy_S9,no description,93,3,0
1,75,,Space Gray,Unknown,contains description,0,0,1
0,55,,,Galaxy_S7,contains description,0,0,0
1,99.99,,,Galaxy_S9,contains description,0,0,0
1,19.99,,Space Gray,Unknown,contains description,0,0,0
1,62,,White,Galaxy_S8,contains description,0,0,1
0,144.5,None,Midnight Black,Galaxy_S9,no description,99,4,1
0,74.95,None,,Galaxy_S8,contains description,0,0,0
1,99.95,None,White,Galaxy_S8,contains description,0,0,0
0,590,,White,Unknown,contains description,0,0,1
1,0.99,None,,Galaxy_S9,no description,98,3,1
0,29.99,AT&T,Midnight Black,Galaxy_S7,no description,55,1,1
1,0.99,,,Unknown,no description,100,5,1
1,25,,,Unknown,contains description,0,0,1
1,0.99,None,,Galaxy_S8,no description,89,69,1
1,0.99,,,Unknown,contains description,0,0,1
1,42,None,Midnight Black,Galaxy_S8,contains description,0,0,0
1,150,None,,Galaxy_Note8,no description,80,2,0
1,20,,White,Unknown,no description,93,41,1
1,0.99,None,White,Galaxy_Note8,contains description,0,0,1
1,1,,,Galaxy_S8,contains description,0,0,1
1,20,None,Space Gray,Galaxy_S8,no description,98,5,1
1,100,,,Galaxy_S7,no description,52,2,0
0,196.79,,,Unknown,contains description,0,0,0
0,150.87,,,Unknown,contains description,0,0,1
0,36.95,None,,Galaxy_S7,no description,70,10,1
1,0.99,,,Unknown,no description,13,2,1
1,0.99,None,,Galaxy_S8,no description,100,5,1
0,209.9,None,,Galaxy_S7,no description,10,1,0
1,0.99,None,Midnight Black,Galaxy_S8,no description,102,7,1
0,52.99,AT&T,Midnight Black,Galaxy_S7,no description,55,1,1
0,60,None,Midnight Black,Galaxy_S8,contains description,0,0,0
1,0.99,,,Unknown,no description,70,4,1
1,0.99,None,,Galaxy_Note10,no description,100,5,1
0,69,,White,Unknown,contains description,0,0,1
1,9.99,None,White,Galaxy_S8,no description,101,4,1
0,59.99,,,Galaxy_S7,no description,96,3,0
1,10,None,White,Galaxy_Note8,contains description,0,0,1
0,99.95,Verizon,,Galaxy_Note8,no description,94,8,1
1,0.01,None,Space Gray,Galaxy_Note9,contains description,0,0,1
0,36.95,None,,Galaxy_S7,no description,70,10,1
0,128,None,White,Galaxy_Note8,no description,101,2,0
0,99.99,None,Midnight Black,Galaxy_S8,no description,100,7,1
1,99.99,None,,Galaxy_S8,contains description,0,0,0
0,100,,White,Galaxy_S8,contains description,0,0,0
0,130,None,Space Gray,Galaxy_S8,contains description,0,0,0
1,0.99,None,Midnight Black,Galaxy_S9,no description,41,2,1
0,99.99,Verizon,,Galaxy_Note8,no description,87,3,0
1,155.99,None,,Galaxy_S9,contains description,0,0,0
1,65,,Black,Unknown,no description,47,2,0
0,165,,,Galaxy_S8,no description,100,2,0
0,199,None,,Galaxy_S8,no description,49,1,0
0,55.66,Verizon,White,Galaxy_S7,no description,97,6,1
0,79,,,Galaxy_S8,no description,97,5,0
1,99.99,,,Galaxy_Note10,contains description,0,0,1
1,0.99,,Midnight Black,Galaxy_Note8,contains description,0,0,1
0,59,,,Galaxy_Note10,no description,65,26,1
0,99.95,None,,Galaxy_Note10,contains description,0,0,0
0,100,,,Unknown,no description,13,1,0
1,100,None,White,Galaxy_Note10,no description,99,2,1
0,100,,,Unknown,contains description,0,0,0
0,91,,,Unknown,contains description,0,0,1
1,500,,,Unknown,contains description,0,0,0
1,45,None,,Galaxy_S8,contains description,0,0,1
0,19.99,,,Unknown,no description,80,3,0
0,155,None,White,Galaxy_Note9,no description,42,1,0
1,25,None,White,Unknown,contains description,0,0,0
0,415,None,White,Galaxy_Note10,contains description,0,0,0
0,319.99,,Space Gray,Galaxy_Note10,no description,14,2,0
1,99,None,White,Galaxy_S8,no description,98,3,1
0,179.95,None,,Galaxy_Note8,contains description,0,0,0
0,104.99,AT&T,,Galaxy_S7,no description,99,5,0
1,275,,Midnight Black,Galaxy_S7,no description,86,12,1
1,9.99,AT&T,,Galaxy_Note8,no description,92,10,1
0,379.99,None,,Galaxy_S8,contains description,0,0,0
0,264.99,None,White,Galaxy_S9,no description,101,78,0
0,579.99,AT&T,,Galaxy_Note10,contains description,0,0,0
1,0.99,None,,Galaxy_S8,contains description,0,0,1
0,249.95,None,,Galaxy_S9,no description,53,3,1
0,379.99,None,White,Galaxy_Note10,contains description,0,0,0
0,149.95,None,,Galaxy_Note9,no description,97,4,1
0,324.9,AT&T,Midnight Black,Galaxy_S9,no description,96,5,0
1,349.99,None,White,Galaxy_Note10,contains description,0,0,1
0,375,Verizon,White,Galaxy_Note10,no description,97,3,0
0,319.98,None,White,Galaxy_Note9,contains description,0,0,0
0,374.95,Verizon,Aura Black,Galaxy_Note10,contains description,0,0,0
1,80,,,Unknown,contains description,0,0,0
0,339,None,White,Galaxy_S10,contains description,0,0,1
0,509,AT&T,,Galaxy_Note10,no description,27,1,0
0,229,None,,Galaxy_Note10,no description,16,1,0
0,299.99,Sprint/T-Mobile,,Galaxy_S8,contains description,0,0,0
0,74.99,None,,Galaxy_S8,no description,72,2,0
0,250,None,Space Gray,Galaxy_Note10,contains description,0,0,1
0,124.99,,Midnight Black,Galaxy_S7,no description,100,76,0
0,409.99,AT&T,White,Unknown,no description,99,5,1
